brand,model,year,mileage_km,price_rub,city,fuel_type,transmission,body_type,color,engine_volume_l,owners_count
Mercedes-Benz,GLC,2018,94687,860000,Уфа,Дизель,Автомат,Хэтчбек,Белый,1.8,4
BMW,X5,2018,133284,860000,Уфа,Электро,Робот,Внедорожник,Зеленый,1.2,1
Hyundai,Creta,2023,39986,860000,Ростов-на-Дону,Бензин,Робот,Универсал,Красный,1.9,3
Volkswagen,Tiguan,2022,26437,860000,Пермь,Гибрид,Механика,Внедорожник,Белый,2.0,3
Volkswagen,Passat,2024,1000,860000,Омск,Электро,Автомат,Хэтчбек,Серебристый,2.6,2
Volkswagen,Tiguan,2024,41078,860000,Екатеринбург,Бензин,Вариатор,Седан,Красный,3.1,4
Mercedes-Benz,GLE,2019,65290,860000,Казань,Гибрид,Вариатор,Седан,Черный,1.3,1
Nissan,Murano,2024,39234,860000,Челябинск,Гибрид,Робот,Кроссовер,Красный,3.5,3
Toyota,Highlander,2023,70417,860000,Нижний Новгород,Гибрид,Вариатор,Кроссовер,Белый,2.8,4
Toyota,RAV4,2020,78829,860000,Воронеж,Дизель,Механика,Кроссовер,Серебристый,2.3,2
Volkswagen,Passat,2021,76479,850000,Новосибирск,Электро,Робот,Универсал,Серый,2.3,4
Nissan,Murano,2023,9570,850000,Пермь,Электро,Механика,Хэтчбек,Красный,1.6,3
Toyota,Land Cruiser,2020,117823,850000,Екатеринбург,Дизель,Вариатор,Седан,Зеленый,3.1,2
Mercedes-Benz,S-Class,2019,144740,850000,Нижний Новгород,Бензин,Механика,Универсал,Зеленый,2.0,1
Kia,Sorento,2023,36550,850000,Москва,Бензин,Механика,Внедорожник,Черный,3.3,3
Hyundai,Santa Fe,2023,49284,850000,Омск,Электро,Механика,Кроссовер,Черный,3.4,3
Mazda,3,2024,13748,850000,Нижний Новгород,Гибрид,Робот,Кроссовер,Зеленый,2.4,4
Audi,A6,2019,97653,850000,Воронеж,Гибрид,Робот,Внедорожник,Серебристый,3.4,1
Volkswagen,Passat,2021,65792,850000,Самара,Электро,Автомат,Седан,Серебристый,1.7,3
Toyota,Camry,2022,52761,850000,Уфа,Электро,Вариатор,Внедорожник,Белый,2.7,2
Nissan,Murano,2021,35568,850000,Новосибирск,Бензин,Робот,Седан,Черный,2.0,3
Toyota,Highlander,2021,53541,850000,Москва,Электро,Автомат,Хэтчбек,Серебристый,2.6,4
Hyundai,Tucson,2023,23481,840000,Ростов-на-Дону,Бензин,Робот,Внедорожник,Серебристый,1.3,4
Nissan,Almera,2022,60745,840000,Воронеж,Дизель,Автомат,Седан,Черный,1.5,4
BMW,7 Series,2019,106275,840000,Нижний Новгород,Дизель,Робот,Кроссовер,Серебристый,2.0,3
BMW,5 Series,2020,138188,840000,Ростов-на-Дону,Гибрид,Вариатор,Кроссовер,Белый,2.3,2
Volkswagen,Golf,2021,63059,840000,Санкт-Петербург,Гибрид,Робот,Седан,Красный,3.0,4
Toyota,Camry,2023,28499,840000,Челябинск,Бензин,Вариатор,Хэтчбек,Красный,1.8,3
Kia,Cerato,2024,37091,840000,Самара,Бензин,Автомат,Внедорожник,Серебристый,3.2,1
Volkswagen,Jetta,2020,53629,840000,Красноярск,Бензин,Механика,Кроссовер,Черный,3.0,1
Audi,A3,2020,100234,840000,Самара,Электро,Механика,Универсал,Серый,1.5,4
Hyundai,Tucson,2023,21427,840000,Ростов-на-Дону,Дизель,Вариатор,Универсал,Синий,3.0,1
Toyota,Land Cruiser,2023,38544,840000,Санкт-Петербург,Электро,Робот,Внедорожник,Белый,2.3,4
Hyundai,Creta,2024,11187,840000,Екатеринбург,Гибрид,Вариатор,Седан,Белый,2.6,3
Audi,Q7,2018,107611,840000,Пермь,Электро,Робот,Внедорожник,Белый,2.0,4
Toyota,Highlander,2021,94762,840000,Новосибирск,Электро,Робот,Кроссовер,Серебристый,1.7,2
Kia,Cerato,2022,68635,840000,Уфа,Бензин,Робот,Универсал,Серебристый,2.0,4
Kia,Optima,2023,41960,840000,Новосибирск,Гибрид,Робот,Внедорожник,Серый,2.6,2
Kia,Sorento,2024,1000,840000,Нижний Новгород,Дизель,Вариатор,Внедорожник,Белый,3.3,4
Nissan,Juke,2024,40214,830000,Новосибирск,Дизель,Вариатор,Хэтчбек,Черный,3.1,4
Toyota,Highlander,2022,65933,830000,Воронеж,Дизель,Механика,Универсал,Синий,3.1,4
Volkswagen,Passat,2023,23625,830000,Казань,Электро,Вариатор,Кроссовер,Черный,3.4,3
Volkswagen,Jetta,2022,86067,830000,Воронеж,Дизель,Робот,Универсал,Черный,3.2,4
Kia,Rio,2023,27634,830000,Москва,Бензин,Робот,Седан,Черный,3.4,1
Audi,A4,2018,119223,830000,Красноярск,Бензин,Робот,Универсал,Красный,1.6,1
Kia,Sorento,2024,1000,830000,Пермь,Бензин,Механика,Кроссовер,Серебристый,1.8,2
Nissan,Murano,2021,48845,830000,Самара,Гибрид,Вариатор,Седан,Синий,3.2,3
Hyundai,Santa Fe,2023,48697,830000,Челябинск,Электро,Робот,Внедорожник,Черный,1.3,1
Toyota,Highlander,2021,87353,830000,Ростов-на-Дону,Дизель,Вариатор,Седан,Серебристый,3.4,3
Hyundai,Solaris,2022,12705,830000,Красноярск,Электро,Автомат,Кроссовер,Красный,1.4,2
Audi,Q7,2019,89517,830000,Самара,Электро,Робот,Хэтчбек,Белый,2.3,1
Volkswagen,Jetta,2023,24021,830000,Ростов-на-Дону,Дизель,Механика,Хэтчбек,Серебристый,1.8,3
Toyota,Land Cruiser,2023,5668,830000,Казань,Бензин,Автомат,Седан,Синий,1.9,3
Mercedes-Benz,S-Class,2017,149426,830000,Казань,Электро,Вариатор,Кроссовер,Красный,2.4,2
Mazda,CX-9,2020,38393,830000,Самара,Электро,Вариатор,Внедорожник,Красный,3.2,1
Toyota,Land Cruiser,2020,118969,830000,Челябинск,Дизель,Робот,Хэтчбек,Черный,1.5,4
Mercedes-Benz,GLC,2018,122700,820000,Москва,Электро,Робот,Универсал,Белый,1.3,4
Nissan,Juke,2024,18765,820000,Екатеринбург,Гибрид,Автомат,Внедорожник,Черный,1.3,4
Toyota,Camry,2021,62678,820000,Уфа,Электро,Вариатор,Универсал,Зеленый,2.3,2
Mazda,6,2024,1000,820000,Пермь,Дизель,Механика,Внедорожник,Зеленый,2.6,2
Mazda,CX-9,2020,106296,820000,Москва,Электро,Робот,Седан,Синий,1.7,1
BMW,5 Series,2018,95298,820000,Красноярск,Бензин,Механика,Внедорожник,Зеленый,3.4,3
Kia,Cerato,2023,29816,820000,Воронеж,Дизель,Вариатор,Универсал,Серебристый,2.7,1
Toyota,Camry,2023,35008,820000,Москва,Дизель,Робот,Универсал,Красный,2.8,2
Toyota,RAV4,2023,51843,820000,Новосибирск,Дизель,Робот,Универсал,Белый,2.0,2
Mazda,3,2024,12868,820000,Ростов-на-Дону,Электро,Механика,Кроссовер,Зеленый,3.0,4
Kia,Sorento,2022,43850,820000,Уфа,Электро,Механика,Хэтчбек,Черный,1.3,2
Mazda,CX-3,2022,21663,820000,Санкт-Петербург,Дизель,Механика,Универсал,Черный,1.7,2
BMW,X3,2018,95220,820000,Волгоград,Дизель,Автомат,Универсал,Серебристый,2.9,3
Volkswagen,Tiguan,2024,24319,820000,Волгоград,Электро,Вариатор,Седан,Серый,1.2,4
Hyundai,Santa Fe,2023,55205,820000,Красноярск,Гибрид,Автомат,Седан,Синий,2.8,3
Kia,Cerato,2024,25797,820000,Волгоград,Электро,Автомат,Внедорожник,Белый,2.8,4
Nissan,Murano,2024,50381,810000,Волгоград,Электро,Механика,Универсал,Серый,2.8,2
Volkswagen,Tiguan,2023,54404,810000,Красноярск,Дизель,Робот,Седан,Серебристый,2.8,2
Mercedes-Benz,GLC,2018,126222,810000,Самара,Бензин,Механика,Внедорожник,Красный,2.3,2
Mercedes-Benz,GLC,2019,126571,810000,Омск,Дизель,Вариатор,Кроссовер,Красный,2.4,1
Mazda,CX-9,2020,100529,810000,Москва,Электро,Вариатор,Хэтчбек,Черный,2.3,3
Audi,A3,2020,103147,810000,Челябинск,Гибрид,Автомат,Седан,Синий,2.3,3
Hyundai,Solaris,2023,1000,810000,Уфа,Гибрид,Автомат,Кроссовер,Серый,3.0,3
Mazda,CX-5,2020,140102,810000,Уфа,Гибрид,Вариатор,Хэтчбек,Черный,1.8,3
Nissan,X-Trail,2023,14021,810000,Москва,Дизель,Автомат,Седан,Белый,1.2,4
Nissan,Juke,2021,61200,810000,Красноярск,Бензин,Робот,Седан,Черный,1.3,1
Toyota,Camry,2022,45523,810000,Ростов-на-Дону,Дизель,Автомат,Универсал,Белый,1.4,3
Mazda,3,2023,12772,810000,Новосибирск,Бензин,Вариатор,Кроссовер,Серебристый,2.9,1
Audi,A4,2020,71687,810000,Москва,Бензин,Вариатор,Внедорожник,Серебристый,1.5,3
Mazda,3,2022,79642,810000,Самара,Бензин,Автомат,Кроссовер,Белый,3.2,1
Audi,Q5,2018,115787,810000,Москва,Гибрид,Робот,Универсал,Серый,3.1,2
Toyota,Camry,2020,62126,810000,Санкт-Петербург,Гибрид,Робот,Кроссовер,Зеленый,1.8,3
Audi,A3,2018,50954,810000,Красноярск,Гибрид,Механика,Хэтчбек,Красный,1.3,1
Volkswagen,Tiguan,2020,97701,810000,Омск,Электро,Вариатор,Седан,Синий,3.1,3
Toyota,Highlander,2022,57209,810000,Нижний Новгород,Дизель,Автомат,Универсал,Серый,2.4,4
Audi,A4,2019,77430,810000,Нижний Новгород,Гибрид,Автомат,Универсал,Красный,3.4,1
Mazda,CX-9,2022,48478,810000,Ростов-на-Дону,Бензин,Автомат,Универсал,Серебристый,1.7,2
Nissan,Almera,2024,16805,800000,Уфа,Электро,Вариатор,Хэтчбек,Белый,2.4,3
Hyundai,Tucson,2024,24862,800000,Воронеж,Электро,Робот,Кроссовер,Зеленый,1.6,2
Nissan,Juke,2021,89917,800000,Москва,Бензин,Вариатор,Внедорожник,Серебристый,2.3,1
Mazda,CX-9,2021,31412,800000,Красноярск,Гибрид,Автомат,Кроссовер,Красный,3.4,2
Mercedes-Benz,C-Class,2017,61543,800000,Нижний Новгород,Бензин,Вариатор,Хэтчбек,Черный,3.5,3
Mercedes-Benz,E-Class,2019,129878,800000,Нижний Новгород,Электро,Автомат,Седан,Черный,3.3,1
Hyundai,Santa Fe,2023,7747,800000,Уфа,Дизель,Робот,Универсал,Серый,2.4,3
Nissan,Murano,2024,1000,800000,Казань,Дизель,Вариатор,Универсал,Черный,2.0,1
Mazda,CX-5,2020,51333,800000,Волгоград,Гибрид,Механика,Кроссовер,Зеленый,2.5,1
Toyota,Camry,2023,63916,800000,Санкт-Петербург,Гибрид,Автомат,Кроссовер,Белый,1.4,2
Nissan,Murano,2022,57070,800000,Уфа,Электро,Вариатор,Седан,Белый,1.9,4
Toyota,Camry,2019,73304,800000,Омск,Дизель,Механика,Седан,Серебристый,3.0,1
Kia,Sportage,2023,20427,800000,Уфа,Электро,Вариатор,Седан,Серый,2.8,2
Mazda,6,2020,88938,800000,Пермь,Дизель,Механика,Кроссовер,Черный,2.5,4
Volkswagen,Polo,2022,63615,800000,Волгоград,Электро,Робот,Универсал,Синий,2.4,2
Mazda,6,2024,41873,800000,Ростов-на-Дону,Гибрид,Автомат,Хэтчбек,Красный,1.9,2
Kia,Cerato,2023,6414,800000,Воронеж,Гибрид,Автомат,Хэтчбек,Красный,1.3,4
Hyundai,Solaris,2024,23168,800000,Уфа,Дизель,Автомат,Седан,Зеленый,1.7,3
Toyota,Highlander,2022,61332,790000,Екатеринбург,Дизель,Вариатор,Кроссовер,Красный,1.9,3
Audi,Q5,2018,168394,790000,Самара,Гибрид,Вариатор,Седан,Серый,2.0,1
Toyota,Camry,2019,95368,790000,Воронеж,Гибрид,Вариатор,Кроссовер,Красный,1.5,2
Mazda,CX-9,2023,63224,790000,Санкт-Петербург,Электро,Робот,Хэтчбек,Серый,3.4,1
Nissan,Murano,2020,71759,790000,Санкт-Петербург,Электро,Робот,Седан,Зеленый,1.4,2
Kia,Cerato,2021,88363,790000,Красноярск,Дизель,Вариатор,Хэтчбек,Черный,1.4,2
Toyota,RAV4,2022,75754,790000,Москва,Бензин,Автомат,Хэтчбек,Синий,3.2,3
Audi,A6,2019,69347,790000,Уфа,Электро,Механика,Универсал,Серый,3.2,2
Toyota,Camry,2019,131867,790000,Москва,Электро,Робот,Внедорожник,Серый,2.9,2
Hyundai,Elantra,2023,56821,790000,Новосибирск,Гибрид,Автомат,Кроссовер,Синий,2.8,3
Hyundai,Tucson,2023,31919,790000,Волгоград,Электро,Автомат,Внедорожник,Черный,2.1,4
Volkswagen,Golf,2022,59612,790000,Воронеж,Гибрид,Вариатор,Хэтчбек,Зеленый,2.4,2
Nissan,X-Trail,2023,41541,790000,Волгоград,Бензин,Автомат,Хэтчбек,Синий,1.5,4
Mazda,CX-9,2021,57174,790000,Омск,Гибрид,Механика,Внедорожник,Белый,3.1,3
Mazda,6,2022,57848,790000,Москва,Бензин,Автомат,Универсал,Зеленый,3.4,2
Hyundai,Creta,2024,15237,780000,Нижний Новгород,Дизель,Робот,Универсал,Синий,2.0,3
Mazda,6,2020,115686,780000,Санкт-Петербург,Дизель,Робот,Хэтчбек,Синий,3.2,4
Mercedes-Benz,C-Class,2018,105515,780000,Санкт-Петербург,Гибрид,Робот,Универсал,Белый,2.1,1
Nissan,X-Trail,2021,93396,780000,Воронеж,Электро,Механика,Кроссовер,Зеленый,1.8,4
Nissan,Juke,2024,11625,780000,Нижний Новгород,Гибрид,Механика,Внедорожник,Серебристый,2.9,2
Mercedes-Benz,GLE,2017,165689,780000,Самара,Электро,Механика,Кроссовер,Черный,1.5,1
Mercedes-Benz,S-Class,2017,117414,780000,Челябинск,Электро,Механика,Универсал,Белый,2.2,3
Kia,Cerato,2022,34261,780000,Омск,Гибрид,Механика,Хэтчбек,Красный,3.5,3
Mazda,CX-3,2023,42374,780000,Омск,Гибрид,Механика,Универсал,Зеленый,1.9,2
Hyundai,Santa Fe,2024,13737,780000,Омск,Гибрид,Автомат,Седан,Черный,1.9,1
Kia,Sorento,2021,107278,780000,Новосибирск,Электро,Робот,Седан,Черный,2.9,1
Toyota,Corolla,2021,84455,780000,Санкт-Петербург,Дизель,Робот,Универсал,Синий,1.8,4
Mazda,CX-9,2022,36138,780000,Уфа,Электро,Вариатор,Кроссовер,Серый,2.4,1
Nissan,X-Trail,2022,14913,780000,Воронеж,Дизель,Вариатор,Кроссовер,Зеленый,2.9,2
Kia,Rio,2024,8219,780000,Новосибирск,Электро,Робот,Кроссовер,Зеленый,2.7,1
Mercedes-Benz,GLE,2018,110535,780000,Омск,Электро,Вариатор,Седан,Белый,3.1,3
Nissan,Juke,2023,47727,780000,Ростов-на-Дону,Гибрид,Автомат,Седан,Зеленый,3.3,3
BMW,5 Series,2017,156599,780000,Воронеж,Бензин,Вариатор,Хэтчбек,Зеленый,2.2,3
BMW,X5,2019,61544,780000,Волгоград,Электро,Автомат,Внедорожник,Зеленый,3.0,3
Hyundai,Creta,2023,41058,780000,Самара,Гибрид,Механика,Кроссовер,Серебристый,2.7,2
Nissan,Qashqai,2023,48779,780000,Красноярск,Бензин,Автомат,Кроссовер,Черный,2.0,3
Audi,A3,2018,113497,780000,Омск,Бензин,Автомат,Хэтчбек,Зеленый,3.0,1
Hyundai,Solaris,2022,74819,770000,Санкт-Петербург,Электро,Робот,Седан,Красный,1.5,2
Mazda,CX-9,2021,93103,770000,Красноярск,Бензин,Механика,Кроссовер,Черный,2.7,4
Kia,Sportage,2024,1087,770000,Самара,Дизель,Механика,Кроссовер,Красный,2.6,3
Nissan,X-Trail,2020,117238,770000,Екатеринбург,Электро,Механика,Универсал,Синий,1.9,1
Mercedes-Benz,GLC,2017,177893,770000,Омск,Дизель,Вариатор,Седан,Черный,1.4,4
BMW,3 Series,2018,120582,770000,Красноярск,Бензин,Робот,Универсал,Серый,2.8,3
Toyota,Camry,2020,102075,770000,Самара,Электро,Механика,Внедорожник,Серый,3.2,1
Mazda,CX-5,2023,2454,770000,Екатеринбург,Дизель,Вариатор,Внедорожник,Белый,1.4,3
Hyundai,Creta,2022,47619,770000,Омск,Бензин,Вариатор,Кроссовер,Синий,1.3,4
Mazda,CX-5,2022,40095,770000,Пермь,Электро,Механика,Универсал,Серебристый,2.7,2
Nissan,Juke,2021,63370,770000,Уфа,Электро,Автомат,Хэтчбек,Красный,2.0,2
Audi,A6,2019,45438,770000,Воронеж,Бензин,Робот,Универсал,Зеленый,1.7,1
Mazda,6,2022,78981,770000,Екатеринбург,Бензин,Механика,Внедорожник,Серый,2.2,3
Volkswagen,Tiguan,2020,102979,770000,Уфа,Гибрид,Автомат,Кроссовер,Серебристый,3.1,3
Volkswagen,Tiguan,2021,83243,770000,Екатеринбург,Бензин,Механика,Седан,Красный,2.4,1
Kia,Optima,2022,52760,770000,Казань,Дизель,Механика,Седан,Серебристый,3.0,1
Audi,A6,2018,97135,770000,Новосибирск,Бензин,Механика,Внедорожник,Черный,1.8,2
BMW,3 Series,2017,158963,770000,Самара,Бензин,Робот,Седан,Белый,2.9,3
Kia,Sorento,2021,59910,770000,Уфа,Дизель,Вариатор,Хэтчбек,Белый,2.4,2
Mazda,CX-5,2022,28776,760000,Москва,Гибрид,Автомат,Кроссовер,Красный,3.2,2
Kia,Optima,2022,58947,760000,Екатеринбург,Дизель,Вариатор,Хэтчбек,Синий,2.4,4
Mazda,3,2021,93158,760000,Самара,Гибрид,Механика,Внедорожник,Серый,3.5,3
Hyundai,Tucson,2024,14534,760000,Казань,Электро,Механика,Кроссовер,Черный,3.1,3
Audi,Q7,2017,74621,760000,Ростов-на-Дону,Электро,Механика,Кроссовер,Белый,1.5,1
Kia,Sportage,2021,105811,760000,Волгоград,Гибрид,Робот,Хэтчбек,Черный,2.7,4
Toyota,Highlander,2021,73756,760000,Санкт-Петербург,Электро,Вариатор,Внедорожник,Зеленый,2.9,1
Nissan,X-Trail,2021,92049,760000,Екатеринбург,Гибрид,Вариатор,Кроссовер,Серый,3.0,1
Kia,Cerato,2021,48476,760000,Новосибирск,Бензин,Механика,Кроссовер,Синий,2.3,1
Kia,Rio,2022,19819,760000,Казань,Бензин,Робот,Внедорожник,Синий,3.0,1
BMW,7 Series,2019,160694,760000,Пермь,Бензин,Автомат,Универсал,Зеленый,3.4,2
Mazda,CX-3,2022,78975,760000,Казань,Гибрид,Вариатор,Хэтчбек,Зеленый,1.4,2
Volkswagen,Golf,2020,146127,760000,Москва,Бензин,Автомат,Хэтчбек,Красный,2.1,2
Mazda,3,2022,41913,750000,Ростов-на-Дону,Электро,Механика,Универсал,Серый,2.5,1
Toyota,RAV4,2020,33738,750000,Челябинск,Бензин,Робот,Хэтчбек,Синий,2.7,3
Toyota,Land Cruiser,2022,46877,750000,Нижний Новгород,Гибрид,Робот,Седан,Серебристый,3.4,3
Nissan,X-Trail,2022,55553,750000,Воронеж,Дизель,Вариатор,Внедорожник,Красный,1.6,3
Volkswagen,Passat,2023,32204,750000,Пермь,Бензин,Механика,Универсал,Серебристый,2.8,4
Kia,Sorento,2022,21066,750000,Омск,Электро,Вариатор,Внедорожник,Серый,2.2,2
Volkswagen,Golf,2019,61205,750000,Москва,Дизель,Робот,Хэтчбек,Зеленый,2.1,1
Mazda,6,2021,39390,750000,Казань,Электро,Вариатор,Седан,Зеленый,1.8,2
Audi,A3,2018,154982,750000,Ростов-на-Дону,Электро,Вариатор,Универсал,Серый,1.8,3
Hyundai,Santa Fe,2022,49757,750000,Пермь,Электро,Робот,Универсал,Синий,1.2,2
Hyundai,Santa Fe,2024,5452,750000,Волгоград,Гибрид,Механика,Седан,Зеленый,3.3,1
Nissan,Murano,2022,64054,750000,Екатеринбург,Дизель,Автомат,Внедорожник,Черный,2.4,4
Volkswagen,Jetta,2021,100481,750000,Казань,Гибрид,Автомат,Универсал,Серебристый,2.3,3
Toyota,Corolla,2020,99646,750000,Санкт-Петербург,Бензин,Робот,Седан,Серебристый,1.5,1
Hyundai,Santa Fe,2024,1000,750000,Красноярск,Гибрид,Механика,Внедорожник,Серебристый,2.0,4
Volkswagen,Golf,2020,74495,750000,Нижний Новгород,Гибрид,Вариатор,Кроссовер,Синий,2.8,4
Toyota,Highlander,2021,108888,750000,Пермь,Гибрид,Механика,Универсал,Красный,2.8,2
Hyundai,Tucson,2024,5912,750000,Казань,Гибрид,Механика,Кроссовер,Серебристый,2.5,2
Nissan,Murano,2022,20644,750000,Волгоград,Бензин,Механика,Хэтчбек,Серый,2.7,3
Nissan,Juke,2024,20415,750000,Санкт-Петербург,Гибрид,Вариатор,Хэтчбек,Серебристый,1.7,2
Nissan,X-Trail,2021,100207,740000,Санкт-Петербург,Дизель,Вариатор,Внедорожник,Белый,2.9,3
BMW,5 Series,2018,137450,740000,Воронеж,Бензин,Автомат,Внедорожник,Синий,1.2,1
Volkswagen,Passat,2023,14585,740000,Новосибирск,Бензин,Вариатор,Универсал,Зеленый,1.2,1
BMW,5 Series,2017,114133,740000,Новосибирск,Бензин,Механика,Кроссовер,Синий,3.0,2
Volkswagen,Polo,2021,59559,740000,Новосибирск,Дизель,Робот,Седан,Красный,1.2,2
BMW,3 Series,2017,67641,740000,Челябинск,Электро,Вариатор,Седан,Серебристый,2.8,2
Hyundai,Tucson,2022,18233,740000,Новосибирск,Дизель,Робот,Универсал,Серебристый,3.0,2
Volkswagen,Tiguan,2019,127035,740000,Ростов-на-Дону,Дизель,Вариатор,Универсал,Красный,3.4,2
Hyundai,Creta,2024,47600,740000,Омск,Бензин,Робот,Кроссовер,Синий,1.6,4
Mazda,CX-3,2020,125709,740000,Москва,Электро,Автомат,Седан,Белый,3.0,1
Audi,A6,2018,59101,740000,Пермь,Электро,Вариатор,Кроссовер,Синий,3.1,3
Hyundai,Elantra,2022,18391,740000,Казань,Электро,Вариатор,Универсал,Красный,1.9,3
Mazda,CX-9,2019,133591,740000,Екатеринбург,Гибрид,Робот,Универсал,Белый,1.9,2
Kia,Sportage,2022,49288,740000,Уфа,Дизель,Автомат,Седан,Серебристый,2.1,1
Nissan,Qashqai,2022,64517,740000,Красноярск,Дизель,Механика,Кроссовер,Зеленый,2.0,2
Volkswagen,Tiguan,2021,57432,740000,Екатеринбург,Бензин,Механика,Хэтчбек,Красный,2.5,1
Toyota,Highlander,2022,47412,740000,Волгоград,Бензин,Вариатор,Кроссовер,Белый,1.5,4
Audi,Q5,2019,83404,740000,Новосибирск,Гибрид,Механика,Хэтчбек,Серый,2.5,3
Toyota,Corolla,2021,113335,740000,Москва,Дизель,Механика,Седан,Белый,2.6,4
Kia,Rio,2021,107309,740000,Челябинск,Дизель,Автомат,Внедорожник,Серый,2.9,2
Kia,Sorento,2021,84763,740000,Самара,Электро,Механика,Седан,Черный,3.1,1
BMW,7 Series,2019,163139,740000,Пермь,Бензин,Механика,Хэтчбек,Синий,1.5,2
Mazda,CX-9,2023,12981,740000,Воронеж,Электро,Механика,Седан,Белый,3.4,4
Mazda,3,2020,69071,740000,Ростов-на-Дону,Бензин,Автомат,Седан,Черный,3.1,4
Lada,4x4,2024,1000,740000,Челябинск,Дизель,Вариатор,Кроссовер,Зеленый,1.8,2
Mercedes-Benz,E-Class,2017,188426,730000,Казань,Электро,Вариатор,Седан,Белый,2.3,1
Hyundai,Santa Fe,2024,5551,730000,Москва,Гибрид,Вариатор,Хэтчбек,Черный,2.8,2
Toyota,Camry,2019,58839,730000,Санкт-Петербург,Электро,Робот,Внедорожник,Черный,2.3,2
Audi,Q7,2019,98543,730000,Санкт-Петербург,Бензин,Робот,Хэтчбек,Синий,2.2,2
Mercedes-Benz,E-Class,2018,107667,730000,Екатеринбург,Бензин,Механика,Внедорожник,Серый,3.2,1
Mazda,6,2023,46006,730000,Ростов-на-Дону,Бензин,Механика,Универсал,Серый,1.4,2
Toyota,Land Cruiser,2020,73316,730000,Новосибирск,Бензин,Механика,Универсал,Черный,3.4,4
Toyota,Corolla,2019,98425,730000,Нижний Новгород,Электро,Вариатор,Седан,Зеленый,3.4,4
Mercedes-Benz,GLE,2018,121305,730000,Екатеринбург,Дизель,Механика,Седан,Красный,1.3,4
Kia,Optima,2022,60779,730000,Нижний Новгород,Бензин,Автомат,Универсал,Серебристый,2.2,1
Volkswagen,Tiguan,2022,60401,730000,Красноярск,Электро,Робот,Внедорожник,Серый,2.5,3
Mazda,3,2021,84921,730000,Нижний Новгород,Гибрид,Автомат,Универсал,Зеленый,3.1,3
Lada,Largus,2024,17028,730000,Самара,Электро,Вариатор,Внедорожник,Серый,2.0,4
Toyota,RAV4,2021,72381,730000,Москва,Дизель,Робот,Универсал,Серый,1.9,4
Mazda,CX-5,2023,7686,730000,Омск,Гибрид,Автомат,Хэтчбек,Зеленый,3.4,4
Nissan,Qashqai,2022,99071,720000,Красноярск,Бензин,Автомат,Седан,Черный,2.8,4
Nissan,Qashqai,2020,79429,720000,Ростов-на-Дону,Бензин,Механика,Универсал,Черный,3.5,2
Kia,Rio,2024,1000,720000,Новосибирск,Гибрид,Вариатор,Хэтчбек,Белый,3.5,2
Hyundai,Solaris,2022,87045,720000,Омск,Электро,Вариатор,Седан,Красный,1.4,1
BMW,7 Series,2017,176452,720000,Ростов-на-Дону,Бензин,Механика,Седан,Зеленый,1.8,1
Hyundai,Creta,2022,65153,720000,Омск,Бензин,Механика,Универсал,Серебристый,1.8,2
Mazda,CX-3,2019,77346,720000,Санкт-Петербург,Электро,Механика,Универсал,Серый,2.7,3
Nissan,Juke,2024,44305,720000,Волгоград,Дизель,Механика,Внедорожник,Черный,2.2,1
Nissan,Almera,2024,50494,720000,Воронеж,Дизель,Вариатор,Внедорожник,Серебристый,2.2,4
BMW,3 Series,2019,76895,720000,Красноярск,Бензин,Вариатор,Седан,Красный,1.5,4
BMW,7 Series,2017,159939,720000,Волгоград,Электро,Автомат,Универсал,Серый,3.5,3
Kia,Sportage,2023,1000,720000,Екатеринбург,Бензин,Автомат,Седан,Зеленый,1.9,1
Toyota,Camry,2020,94817,720000,Нижний Новгород,Бензин,Механика,Хэтчбек,Серый,3.3,3
Hyundai,Tucson,2021,53306,720000,Казань,Электро,Автомат,Седан,Черный,3.2,4
Toyota,Land Cruiser,2020,25044,720000,Уфа,Гибрид,Робот,Седан,Белый,1.9,4
Mazda,6,2019,92335,720000,Челябинск,Дизель,Автомат,Универсал,Серый,1.8,2
Hyundai,Tucson,2021,49314,720000,Пермь,Бензин,Робот,Седан,Серый,2.8,1
Nissan,Juke,2024,46107,720000,Самара,Бензин,Робот,Седан,Серебристый,2.7,2
BMW,3 Series,2018,146773,720000,Санкт-Петербург,Гибрид,Робот,Универсал,Красный,1.5,3
Nissan,Almera,2024,1000,720000,Самара,Бензин,Механика,Кроссовер,Черный,2.4,2
BMW,X5,2017,195338,720000,Санкт-Петербург,Бензин,Робот,Седан,Синий,2.8,1
Volkswagen,Golf,2020,64433,720000,Казань,Гибрид,Автомат,Внедорожник,Красный,2.1,3
Audi,A3,2017,148395,720000,Санкт-Петербург,Дизель,Вариатор,Кроссовер,Серебристый,2.8,4
Nissan,Murano,2021,110823,720000,Омск,Бензин,Механика,Универсал,Зеленый,2.4,3
Nissan,Qashqai,2020,56457,720000,Ростов-на-Дону,Дизель,Вариатор,Седан,Красный,1.7,2
Volkswagen,Golf,2019,82153,710000,Пермь,Гибрид,Механика,Хэтчбек,Серебристый,2.4,4
Nissan,Almera,2020,68278,710000,Челябинск,Электро,Робот,Седан,Зеленый,2.2,4
Mercedes-Benz,GLE,2017,108758,710000,Екатеринбург,Гибрид,Автомат,Седан,Белый,3.2,2
Mazda,CX-9,2021,93198,710000,Санкт-Петербург,Гибрид,Вариатор,Кроссовер,Белый,3.5,1
